age,workclass,education,marital-status,occupation,race,hours-per-week,Salary
46, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
48, Private, Bachelors, Divorced, Sales, White,40, >50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,20, >50K
31, Private, Prof-school, Divorced, Prof-specialty, White,50, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,55, >50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
75, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, White,48, >50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,40, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White,46, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,45, >50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
47, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,40, >50K
49, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White,50, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,52, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Local-gov, Bachelors, Never-married, Prof-specialty, White,50, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, White,60, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
60, ?, Some-college, Married-civ-spouse, ?, White,35, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, White,42, >50K
37, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
24, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,72, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
51, ?, Assoc-voc, Married-civ-spouse, ?, White,50, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
30, Private, Bachelors, Never-married, Tech-support, White,40, >50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
41, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, White,60, >50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, >50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, White,40, >50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
45, Private, Prof-school, Never-married, Prof-specialty, White,40, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
60, ?, HS-grad, Married-civ-spouse, ?, White,40, >50K
46, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
60, ?, Some-college, Divorced, ?, White,40, >50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
47, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Black,40, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Black,52, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
55, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,38, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,40, >50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,36, >50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Black,40, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, White,45, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, White,60, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, White,55, >50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,36, >50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, White,60, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Black,60, >50K
58, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
51, Private, Bachelors, Never-married, Sales, White,43, >50K
41, Private, Doctorate, Divorced, Sales, White,50, >50K
59, Self-emp-inc, 10th, Widowed, Exec-managerial, White,50, >50K
30, Private, Masters, Married-civ-spouse, Adm-clerical, White,40, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, White,50, >50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,45, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, White,44, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
31, Private, Bachelors, Never-married, Sales, White,65, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
45, Private, Masters, Divorced, Exec-managerial, White,40, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,65, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
57, ?, Bachelors, Married-civ-spouse, ?, White,80, >50K
32, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
34, Local-gov, Some-college, Never-married, Protective-serv, White,50, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, White,45, >50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,35, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, >50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
52, Private, Masters, Divorced, Prof-specialty, White,50, >50K
36, Private, HS-grad, Never-married, Sales, White,60, >50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
38, Private, Some-college, Separated, Machine-op-inspct, White,55, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
48, Private, HS-grad, Divorced, Adm-clerical, White,37, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,32, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,55, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,38, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, >50K
39, State-gov, Bachelors, Divorced, Protective-serv, White,40, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,45, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Black,40, >50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,45, >50K
42, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,72, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, White,60, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, White,50, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
41, Private, Some-college, Divorced, Craft-repair, White,46, >50K
33, Private, Prof-school, Never-married, Prof-specialty, White,50, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Black,40, >50K
42, State-gov, Doctorate, Never-married, Exec-managerial, White,40, >50K
54, State-gov, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,42, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
39, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
31, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, White,55, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,40, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
67, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,48, >50K
53, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,70, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,55, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
52, Private, 10th, Married-civ-spouse, Transport-moving, White,30, >50K
46, Local-gov, Bachelors, Divorced, Adm-clerical, White,40, >50K
37, Private, HS-grad, Divorced, Craft-repair, White,40, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, White,55, >50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,35, >50K
41, Private, Some-college, Divorced, Other-service, White,36, >50K
36, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,57, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,50, >50K
25, Private, Bachelors, Never-married, Farming-fishing, White,50, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Sales, White,40, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
24, Self-emp-inc, HS-grad, Never-married, Other-service, Black,50, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,55, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, White,44, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, White,40, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
46, Private, Some-college, Married-civ-spouse, Tech-support, White,45, >50K
36, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White,40, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,20, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, White,45, >50K
54, Local-gov, Masters, Married-civ-spouse, Adm-clerical, White,40, >50K
27, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,45, >50K
54, Private, Some-college, Never-married, Exec-managerial, White,40, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, White,48, >50K
41, Private, 12th, Married-civ-spouse, Handlers-cleaners, White,40, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
53, Private, HS-grad, Divorced, Transport-moving, White,40, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,60, >50K
74, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,70, >50K
51, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
33, Private, Doctorate, Divorced, Sales, White,60, >50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Asian-Pac-Islander,60, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
41, Local-gov, Masters, Divorced, Prof-specialty, White,36, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,20, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,50, >50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
64, ?, Bachelors, Married-civ-spouse, ?, White,50, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, White,52, >50K
51, Private, Bachelors, Divorced, Exec-managerial, White,50, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
41, ?, Bachelors, Married-civ-spouse, ?, White,30, >50K
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White,50, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,44, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, >50K
46, Local-gov, 12th, Married-civ-spouse, Other-service, White,35, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,35, >50K
43, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,70, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
31, Self-emp-inc, Some-college, Never-married, Exec-managerial, White,65, >50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,10, >50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, White,44, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
44, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Black,60, >50K
47, Private, Masters, Divorced, Prof-specialty, White,40, >50K
27, Private, Bachelors, Separated, Prof-specialty, Asian-Pac-Islander,40, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, White,44, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,97, >50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White,40, >50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,52, >50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,45, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
51, Private, Some-college, Divorced, Exec-managerial, White,50, >50K
40, Private, Some-college, Separated, Craft-repair, White,47, >50K
